   2.5680000e+03   1.6200000e+02   1.0219626e+01   2.5148403e-01   1.6573430e-01   5.8116874e-02   1.0404679e-04   4.4867405e-06   4.9173676e-06   2.1748002e-11   3.9728756e-08  -2.9426843e-11   3.5678392e-01   2.9550327e-01   8.7743731e-01   3.0816176e+03   5.2859375e+01   5.6010549e-01   3.8880244e+05   8.1256363e+01   3.5410450e+01   1.1819722e+05   1.2844922e+05   2.7952833e+05   6.2758178e+05   4.0453044e+05   1.1082593e+08   7.1436530e+07   7.9170195e+15   8.9594597e-03   6.4023825e-03   5.1318454e-03   6.0546030e-03   2.9954525e-03   3.8833920e-03   2.6605373e-03   3.5684251e-03   9.8826437e+01   1.1735626e+00   9.5517979e+01   6.6116867e-01   9.3173537e+01   3.1703098e-01
   2.6070000e+03   1.6100000e+02   9.9428462e+00   2.5073705e-01   1.6311447e-01   5.4339929e-02   5.5123056e-08   5.4422117e-07   6.5197000e-06  -6.1287981e-12  -9.7975977e-10  -3.8194940e-11   2.8348543e-01   2.9870535e-01   6.9621226e-01   3.1555000e+03   5.3078125e+01   9.7788977e-01   2.9167867e+05   7.8301936e+01   3.5896497e+01   1.0803922e+05   1.2162633e+05   2.4485100e+05   5.2443456e+05   5.4394589e+05   9.2824429e+07   9.6277895e+07   8.9369406e+15   4.9588432e-03   3.9971836e-03   3.1335708e-03   3.9798425e-03   2.4471429e-03   3.5024588e-03   2.2854095e-03   3.3760673e-03   9.8684013e+01   1.3159871e+00   9.6634700e+01   7.8023438e-01   9.3942657e+01   4.1545831e-01
   2.8350000e+03   1.7200000e+02   1.0435273e+01   2.5878569e-01   1.7589870e-01   5.7960220e-02   4.0645765e-05   1.9078043e-06   6.8562368e-06  -1.9845002e-11  -2.3414683e-08  -2.0094711e-11   3.3493205e-01   2.5248525e-01   9.5443400e-01   3.4051588e+03   5.8640625e+01   9.3595307e-01   4.2127111e+05   1.0550206e+02   2.7400629e+01   1.3949511e+05   1.6257544e+05   2.8098567e+05   6.4258978e+05   7.0993211e+05   1.1938129e+08   1.3189206e+08   1.5745445e+16   5.1022626e-03   3.5831781e-03   3.4202463e-03   3.6070948e-03   2.3837792e-03   2.2524551e-03   2.4194097e-03   2.3342435e-03   9.9128940e+01   8.7105979e-01   9.5911918e+01   5.5127349e-01   9.2657179e+01   3.2800500e-01
   2.9730000e+03   1.7100000e+02   9.8355197e+00   2.5062119e-01   1.7831317e-01   6.0721690e-02   1.0833525e-05   8.3748735e-06   1.8565404e-06  -3.4799937e-12   5.1751967e-09  -6.5974458e-12   3.6409761e-01   2.5000168e-01   9.1299921e-01   3.7306765e+03   6.4671875e+01   7.6061359e-01   4.9305678e+05   1.6642387e+02   4.3100335e+01   1.7124933e+05   2.2297433e+05   3.7276100e+05   8.2512911e+05   7.6789956e+05   1.6089967e+08   1.4973972e+08   2.4093072e+16   5.8515047e-03   4.7025025e-03   3.9305005e-03   4.0407595e-03   2.4226345e-03   2.7778424e-03   2.3173749e-03   2.7140182e-03   9.9050413e+01   9.4958675e-01   9.5690828e+01   6.1144406e-01   8.9990191e+01   3.5443116e-01
   2.4650000e+03   1.5500000e+02   9.7464503e+00   2.9274712e-01   2.1864236e-01   6.9037840e-02   8.2331555e-05   5.7485560e-06   8.3156556e-06  -5.1988413e-11   5.9088468e-08   2.2548743e-11   4.7892938e-01   1.7855053e-01   9.8231661e-01   3.1005620e+03   5.4875000e+01   5.7866479e-01   3.9466033e+05   1.2770477e+02   3.1882352e+01   1.4306644e+05   1.6401100e+05   2.5275833e+05   6.4911822e+05   4.6841467e+05   1.1669468e+08   8.4208560e+07   9.8266907e+15   9.6482293e-03   7.3160818e-03   5.8529723e-03   5.6139803e-03   3.3401231e-03   2.9640404e-03   2.6222373e-03   2.5031684e-03   9.9143860e+01   8.5614047e-01   9.6314925e+01   5.1707953e-01   9.2506004e+01   2.6851673e-01
   2.8230000e+03   1.6800000e+02   9.9978746e+00   2.5385894e-01   1.6982252e-01   5.6734669e-02   1.3318520e-05   6.7680650e-07   5.9012504e-06   1.1049406e-11  -1.3310516e-08  -1.9351338e-11   3.3093141e-01   2.4781786e-01   7.2813424e-01   3.3934000e+03   5.8546875e+01   6.3127598e-01   4.4976856e+05   1.0859610e+02   2.9280005e+01   1.4520133e+05   1.5571233e+05   2.9990411e+05   5.7485578e+05   6.9592622e+05   1.0679742e+08   1.2929000e+08   1.3807838e+16   6.1489607e-03   4.3641592e-03   3.6110677e-03   3.9775008e-03   2.2702908e-03   2.6144217e-03   2.0985901e-03   2.4812632e-03   9.9115997e+01   8.8400325e-01   9.5687945e+01   5.4780989e-01   9.1513972e+01   3.0646250e-01
   2.4200000e+03   1.6900000e+02   1.1802066e+01   3.1314300e-01   2.1719287e-01   6.8183125e-02   7.7325870e-05   1.7798042e-05   3.5441970e-06  -1.8849709e-11  -2.9995609e-08  -1.3803925e-11   6.6981727e-01   1.6463674e-01   1.0000000e+00   2.7183357e+03   4.9593750e+01   2.1925187e+00   1.4344933e+05   6.0132754e+01   3.4913991e+01   7.3434556e+04   1.0523544e+05   1.4260744e+05   4.6194422e+05   5.6986600e+05   7.8943454e+07   9.7386723e+07   7.6880442e+15   1.0523121e-02   7.5981398e-03   6.7614266e-03   6.8117072e-03   4.2938717e-03   5.0111150e-03   3.4988519e-03   4.8910123e-03   9.8378357e+01   1.6216434e+00   9.4743288e+01   8.8210577e-01   9.0378505e+01   4.2137094e-01
   2.4970000e+03   1.5900000e+02   1.0124549e+01   2.9656603e-01   2.1364485e-01   6.8423188e-02   8.2616376e-05   4.5057064e-06   6.7892338e-06  -3.4099768e-11   5.2026418e-08   1.4467826e-11   4.3858649e-01   1.9273884e-01   8.9603823e-01   3.1463706e+03   5.4828125e+01   6.8568200e-01   4.1475711e+05   1.2120698e+02   2.9588347e+01   1.4876767e+05   1.5737033e+05   2.5877989e+05   6.2616189e+05   4.5852078e+05   1.1256767e+08   8.2429872e+07   9.2789384e+15   8.8604882e-03   6.8077133e-03   5.4122994e-03   5.3550450e-03   3.2689437e-03   3.1245196e-03   2.8630111e-03   3.1725100e-03   9.9050055e+01   9.4994471e-01   9.6279698e+01   5.8929622e-01   9.2831151e+01   3.1235537e-01
   2.4380000e+03   1.5900000e+02   1.0369565e+01   2.6739902e-01   1.7744778e-01   5.8932178e-02   2.0552695e-05   3.9743378e-06   8.2630338e-06  -4.6982882e-11  -2.3130008e-08  -2.0318137e-11   4.3708609e-01   2.2906492e-01   9.8231661e-01   2.8326224e+03   4.9546875e+01   1.3487997e+00   1.7271133e+05   6.8742112e+01   4.0136120e+01   6.2378889e+04   1.1109744e+05   2.2483678e+05   4.6808389e+05   5.5565700e+05   7.9992697e+07   9.4958435e+07   7.5959814e+15   7.4176195e-03   6.0704482e-03   4.8906153e-03   6.8850287e-03   3.2393915e-03   5.7451855e-03   2.9860646e-03   5.3389422e-03   9.8544171e+01   1.4558293e+00   9.5577463e+01   8.2827864e-01   9.3507337e+01   4.1343799e-01
   2.7630000e+03   1.6700000e+02   1.0093739e+01   2.7969214e-01   1.8331478e-01   6.2992864e-02   3.5808433e-05   1.2781495e-06   4.9819581e-06   1.9697990e-12   2.2315297e-08  -4.3021237e-12   4.3356259e-01   1.9626601e-01   9.1299921e-01   3.1848353e+03   5.6796875e+01   6.7430942e-01   4.3521789e+05   8.8606158e+01   4.6742118e+01   1.3387400e+05   1.3995522e+05   2.6659278e+05   6.6590133e+05   5.2000333e+05   1.2179393e+08   9.5108799e+07   1.1583675e+16   9.5609138e-03   7.9087987e-03   5.4240974e-03   5.8324064e-03   3.0374740e-03   2.9673231e-03   2.5496428e-03   2.6502637e-03   9.9152591e+01   8.4740949e-01   9.4845138e+01   5.2807054e-01   9.1605071e+01   2.9743042e-01
   2.7290000e+03   1.6700000e+02   1.0219494e+01   2.5926596e-01   1.7460897e-01   5.7931496e-02   8.4170608e-05   1.4672040e-06   9.2509115e-06   2.9650587e-11   7.8868353e-08  -8.2275152e-11   3.5420690e-01   2.3589403e-01   9.5443400e-01   3.2491176e+03   5.6640625e+01   1.0603620e+00   3.4650267e+05   9.2475080e+01   3.9545872e+01   1.1174289e+05   1.4369278e+05   2.4574056e+05   7.5150833e+05   5.1307444e+05   1.3722959e+08   9.3689965e+07   1.2857036e+16   8.4260288e-03   5.0685899e-03   3.9959348e-03   3.9039264e-03   2.8252019e-03   3.1818400e-03   2.6631913e-03   3.1273543e-03   9.9126402e+01   8.7359802e-01   9.5819178e+01   5.3169894e-01   9.2484171e+01   2.8874341e-01
   2.4190000e+03   1.6100000e+02   1.0715585e+01   2.7341925e-01   1.9831701e-01   6.3513517e-02   9.4497186e-05   4.8729405e-05   1.3667765e-05  -2.3960333e-10  -3.6346881e-08  -2.8150391e-10   4.2682927e-01   2.0221669e-01   9.7448940e-01   2.9085502e+03   5.1250000e+01   4.5897588e-01   4.2443767e+05   8.3987349e+01   1.5557164e+01   1.5603622e+05   1.2881411e+05   1.9722856e+05   4.9000511e+05   4.9889578e+05   8.5146415e+07   8.6691024e+07   7.3814299e+15   6.5765981e-03   4.0292117e-03   4.2673373e-03   3.4941465e-03   2.7118032e-03   2.2901441e-03   2.4662569e-03   2.2776852e-03   9.9073509e+01   9.2649110e-01   9.5808349e+01   5.6881630e-01   9.2011024e+01   3.2740498e-01
   2.3630000e+03   1.5800000e+02   1.0564537e+01   3.1787002e-01   2.4258085e-01   6.9642516e-02   1.5778571e-04   5.1204250e-05   1.9793527e-06  -1.9854061e-11  -2.2334583e-08   5.0031088e-12   4.0957447e-01   1.6384973e-01   9.5443400e-01   2.9953765e+03   5.2875000e+01   6.2768824e-01   4.0091467e+05   1.2385810e+02   2.5251595e+01   1.4694611e+05   1.5797456e+05   2.4023900e+05   4.7065867e+05   5.8182522e+05   8.3114503e+07   1.0274549e+08   8.5396405e+15   7.1640485e-03   3.6984164e-03   4.4076003e-03   3.9046888e-03   3.3031195e-03   3.5505915e-03   2.7111144e-03   3.4339094e-03   9.9168066e+01   8.3193426e-01   9.6889912e+01   5.8662734e-01   9.3149808e+01   3.5595114e-01
   2.2050000e+03   1.5800000e+02   1.1321542e+01   3.6660476e-01   2.3930891e-01   8.0214298e-02   3.3660751e-04   5.9648615e-05   4.8411715e-06  -2.0896230e-11  -1.3870446e-08   8.0721061e-11   5.8495063e-01   1.6637215e-01   9.5443400e-01   2.5426443e+03   4.5890625e+01   8.0621246e-01   2.0570989e+05   5.8495504e+01   2.2369155e+01   8.5737889e+04   9.5594556e+04   1.3799589e+05   3.1426944e+05   4.9294600e+05   5.1716703e+07   8.1120260e+07   4.1952724e+15   1.1088689e-02   5.6019095e-03   6.9101995e-03   4.9007922e-03   4.3705140e-03   5.0399150e-03   3.4517120e-03   5.1358081e-03   9.8767674e+01   1.2323258e+00   9.6471513e+01   7.5220428e-01   9.2854725e+01   3.9721861e-01
   2.5800000e+03   1.5800000e+02   9.6759690e+00   2.4772805e-01   1.9623998e-01   6.1386812e-02   2.5955835e-06   3.7973309e-06   7.6849623e-06  -5.6380707e-12  -4.1589156e-09   1.9028784e-11   4.1755830e-01   2.5630954e-01   9.9718040e-01   3.2828887e+03   5.6953125e+01   1.0723888e+00   2.7925044e+05   1.4496616e+02   2.2601719e+01   1.0663244e+05   1.9205544e+05   3.7770167e+05   7.0444633e+05   6.4744000e+05   1.2891336e+08   1.1848100e+08   1.5273784e+16   6.7902954e-03   5.5273779e-03   4.3508288e-03   5.5363626e-03   2.5260799e-03   2.6808704e-03   2.1446467e-03   2.0104143e-03   9.9138477e+01   8.6152339e-01   9.5363455e+01   5.6186660e-01   8.8792130e+01   3.4139584e-01
   2.7230000e+03   1.6700000e+02   1.0242012e+01   2.6412720e-01   1.8012786e-01   6.0046330e-02   2.9033611e-05   2.6698272e-06   4.5741927e-06   1.3770158e-11  -4.1273085e-09  -2.4792436e-11   3.9774291e-01   2.2520881e-01   8.9603823e-01   3.2426882e+03   5.6765625e+01   4.8232804e-01   4.8977133e+05   9.8326322e+01   2.2031828e+01   1.5989122e+05   1.4937144e+05   2.6379700e+05   6.0674622e+05   5.9473644e+05   1.1097444e+08   1.0877756e+08   1.2071529e+16   6.7311284e-03   4.9551465e-03   4.0735319e-03   4.6474144e-03   2.7493970e-03   3.1223722e-03   2.5336114e-03   2.9386716e-03   9.8683930e+01   1.3160701e+00   9.6384005e+01   7.5636641e-01   9.3297644e+01   3.7650665e-01
   2.7670000e+03   1.6600000e+02   9.9588001e+00   2.5745533e-01   1.8145926e-01   5.9170181e-02   7.3038632e-06   6.9777512e-07   7.2020964e-06  -1.1698183e-11  -1.1090236e-08  -3.5920123e-11   3.7103228e-01   2.5156775e-01   8.9603823e-01   3.3601353e+03   5.8578125e+01   8.7025998e-01   3.3336700e+05   1.1580354e+02   5.0986122e+01   1.1758556e+05   1.6789233e+05   2.9584856e+05   6.1025622e+05   7.5315689e+05   1.1337425e+08   1.3992253e+08   1.5863611e+16   6.2804840e-03   4.8983210e-03   4.0780600e-03   4.2889090e-03   2.3454047e-03   2.1152793e-03   2.0809165e-03   1.7612316e-03   9.9233921e+01   7.6607924e-01   9.5745705e+01   4.6545643e-01   9.2304364e+01   2.5969620e-01
   2.7600000e+03   1.6700000e+02   1.0104710e+01   2.7251051e-01   1.7979276e-01   6.0520507e-02   2.8392485e-05   2.7637755e-06   3.9908683e-06   1.1195568e-11  -2.8808475e-09  -1.9574207e-11   4.0721366e-01   2.1509187e-01   8.9603823e-01   3.2212294e+03   5.6750000e+01   5.0645631e-01   4.6996689e+05   8.9916629e+01   2.6847252e+01   1.4477900e+05   1.4323478e+05   2.5745611e+05   6.0143511e+05   6.0449056e+05   1.1000301e+08   1.1056162e+08   1.2162112e+16   6.9022550e-03   4.8540658e-03   3.9644282e-03   4.3346697e-03   2.5677363e-03   2.1647271e-03   2.3158147e-03   1.9074510e-03   9.8905475e+01   1.0945247e+00   9.5509020e+01   6.4293781e-01   9.2931491e+01   3.3066474e-01
   2.4530000e+03   1.5500000e+02   9.7941296e+00   3.4560036e-01   2.5202467e-01   7.8458740e-02   1.9525605e-04   2.6722405e-05   2.5849150e-07   3.6757123e-13   1.5449562e-09   3.3484616e-13   5.7155026e-01   1.7140834e-01   9.9365071e-01   3.0453896e+03   5.5031250e+01   8.0906366e-01   3.0175011e+05   1.3270858e+02   1.6340705e+01   1.5012422e+05   1.7052567e+05   2.2328722e+05   5.5362311e+05   5.6389378e+05   9.9748467e+07   1.0159897e+08   1.0134342e+16   7.5408452e-03   6.0638229e-03   6.1632438e-03   6.9345931e-03   4.2491290e-03   6.1220504e-03   3.2181351e-03   5.4406094e-03   9.8929663e+01   1.0703370e+00   9.6114344e+01   6.8885816e-01   9.2399912e+01   3.6941726e-01
   2.5090000e+03   1.5800000e+02   9.9497808e+00   2.9882659e-01   2.1164215e-01   6.9673261e-02   6.1320293e-05   1.1212878e-05   1.8556486e-06   8.2548151e-12   1.4530979e-08  -1.8131579e-12   4.7566183e-01   2.1903476e-01   9.8231661e-01   3.0818620e+03   5.4890625e+01   5.8339575e-01   3.7131911e+05   1.1810867e+02   5.5440493e+01   1.2552622e+05   1.6791278e+05   2.3219633e+05   5.2165433e+05   6.2471511e+05   9.3779892e+07   1.1230747e+08   1.0532183e+16   5.0397862e-03   2.9171842e-03   3.8316442e-03   3.0418212e-03   2.9746339e-03   2.1427551e-03   2.2931276e-03   1.6444984e-03   9.8968903e+01   1.0310972e+00   9.5660459e+01   6.7839301e-01   9.0970768e+01   4.0369303e-01
